Population,Treatment,ImageID,SlideID,PlacentaID,Image_Replicate,Blood_Space_Type,NBS,Pm_BS,Area_BS,Counter,Space #,,
Highlander,Hypoxic,ME203,A1,P1,a,Fetal,12,47.363,98.46,KJ,,,
Highlander,Hypoxic,ME203,A1,P1,a,Fetal,12,72.346,84.579,KJ,,,
Highlander,Hypoxic,ME203,A1,P1,a,Fetal,12,44.007,72.021,KJ,,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,1,86.878,306.934,KJ,20,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,2,70.263,209.293,KJ,24,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,3,288.54,1231.331,KJ,19,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,4,107.031,535.686,KJ,,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,5,95.888,276.264,KJ,19,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,6,33.934,58.563,KJ,20,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,7,152.462,533.783,KJ,20,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,8,46.489,113.98,KJ,22,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,9,122.549,324.146,KJ,22,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,10,389.674,1688.889,KJ,"11 (ik it seems low, but it matches up really well)",,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,11,34.085,63.745,KJ,17,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,12,997.626,5341.953,KJ,"13 (again, seems low but looked to line up really well)",,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,13,764.812,4338.608,KJ,14 (^),,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,14,63.8,267.592,KJ,,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,15,56.107,161.65,KJ,20,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,16,93.927,265.979,KJ,16,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,17,32.554,59.25,KJ,19,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,18,56.512,146.421,KJ,21,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,19,123.706,482.2,KJ,21,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,20,44.331,96.054,KJ,18,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,21,241.245,1154.762,KJ,,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,22,40.198,71.941,KJ,19,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,23,31.954,72.417,KJ,,,
Highlander,Hypoxic,ME203,A1,P1,a,Maternal,24,31.699,54.624,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,1,122.253,300.747,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,2,56.547,113.425,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,3,38.737,42.435,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,4,29.716,45.951,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,5,93.197,171.644,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,6,74.644,122.784,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,7,68.797,145.231,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,8,98.352,136.982,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,9,148.346,346.566,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,10,196.999,616.538,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,11,136.167,381.466,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,12,56.432,70.302,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,13,66.58,120.537,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,14,35.399,64.3,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,15,67.861,169.687,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,16,26.86,34.186,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,17,166.051,473.21,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,18,16.78,14.462,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,19,19.035,18.402,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,20,89.572,181.162,KJ,left of 7,,
Highlander,Normoxic,ME208,A1,P1,a,Fetal,21,16.858,13.484,KJ,Left of 1,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,1,49.263,157.049,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,2,46.975,142.005,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,3,28.029,48.252,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,4,51.436,153.559,KJ,18,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,5,61.288,169.132,KJ,19,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,6,31.261,63.666,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,7,49.659,135.211,KJ,22,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,8,30.321,60.44,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,9,54.537,111.574,KJ,22,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,10,28.343,50.922,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,11,38.828,100.073,KJ,21,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,12,36.956,44.63,KJ,19,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,13,32.413,68.319,KJ,24,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,14,78.495,217.886,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,15,50.181,176.509,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,16,47.79,149.752,KJ,22,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,17,92.117,238.059,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,18,117.924,391.592,KJ,16,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,19,62.865,181.056,KJ,21,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,20,45.61,143.988,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,21,52.5,109.882,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,22,62.003,174.076,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,23,302.941,1244.603,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,24,56.646,102.32,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,25,49.367,116.174,KJ,16,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,26,36.306,78.525,KJ,23,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,27,40.626,73.977,KJ,23,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,28,45.98,99.808,KJ,,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,29,32.396,59.568,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,30,20.16,26.995,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,31,43.704,33.974,KJ,20,,
Highlander,Normoxic,ME208,A1,P1,a,Maternal,33,34.394,44.815,KJ,24,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,45.469,69.985,KK,1,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,89.976,177.275,KK,2,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,99.833,281.552,KK,3,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,242.282,711.481,KK,4,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,19.556,22.368,KK,5,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,198.176,398.387,KK,6,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,184.914,455.549,KK,7,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,134.775,408.381,KK,8,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,143.675,438.575,KK,9,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,46.636,83.495,KK,10,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,54.604,99.253,KK,11,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,68.813,129.685,KK,12,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,78.68,94.018,KK,13,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,28.079,48.49,KK,14,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,15.68,12.823,KK,15,,
Highlander,Hypoxic,ME22,C2,P1,a,Fetal,16,26.738,39.976,KK,16,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,512.106,2626.849,KK,1,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,51.678,184.229,KK,2,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,75.495,296.993,KK,3,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,61.375,144.438,KK,4,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,436.928,2358.252,KK,5,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,565.075,4402.961,KK,6,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,83.996,296.649,KK,7,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,45.957,129.658,KK,8,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,117.003,530.399,KK,9,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,234.777,1035.786,KK,10,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,32.402,71.518,KK,11,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,37.873,86.721,KK,12,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,37.154,80.534,KK,13,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,22.317,8.17,KK,14,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,22.999,24.985,KK,15,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,22.868,28.449,KK,16,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,29.999,50.05,KK,17,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,277.269,1288.439,KK,18,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,135.204,516.095,KK,19,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,51.182,154.934,KK,20,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,38.539,100.205,KK,21,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,32.344,59.277,KK,22,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,55.499,165.589,KK,23,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,235.932,1059.845,KK,24,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,52.252,117.946,KK,25,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,43.058,88.81,KK,26,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,83.85,373.138,KK,27,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,22.714,17.212,KK,28,,
Highlander,Hypoxic,ME22,C2,P1,a,Maternal,29,15.747,9.994,KK,29,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,120.706,342.468,KK,1,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,44.934,35.402,KK,2,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,42.413,117.866,KK,3,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,40.997,43.704,KK,4,,1
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,69.642,139.044,KK,5,,2
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,19.761,14.542,KK,6,,3
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,59.218,65.12,KK,7,,4
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,85.449,141.397,KK,8,,5
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,67.403,165.457,KK,9,,6
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,90.131,137.484,KK,10,,7
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,14.283,7.694,KK,11,,8
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,57.224,120.537,KK,12,,9
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,50.062,143.46,KK,13,,10
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,51.603,94.97,KK,14,,11
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,24.615,26.016,KK,15,,12
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,73.601,169.714,KK,16,,13
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,30.938,31.383,KK,17,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,136.313,253.711,KK,18,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,17.694,12.056,KK,19,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,35.624,38.786,KK,20,,
Highlander,Normoxic,ME23,A1,P1,a,Fetal,21,20.344,21.601,KK,21,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,86.506,358.12,KK,1,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,43.276,108.507,KK,2,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,59.638,73.105,KK,3,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,89.884,250.327,KK,4,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,44.37,108.903,KK,5,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,81.963,320.206,KK,6,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,26.027,33.842,KK,7,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,40.786,76.172,KK,8,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,47.028,143.803,KK,9,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,99.265,335.515,KK,10,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,37.051,71.941,KK,11,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,71.248,241.761,KK,12,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,22.824,23.69,KK,13,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,19.033,18.19,KK,14,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,9.786,4.045,KK,15,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,15.203,11.105,KK,16,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,86.878,228.198,KK,17,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,48.514,145.337,KK,18,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,51.333,147.928,KK,19,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,12.522,9.28,KK,20,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,151.74,664.208,KK,21,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,53.411,67.288,KK,22,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,38.391,43.704,KK,23,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,23.76,36.143,KK,24,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,33.244,67.314,KK,25,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,104.475,481.459,KK,26,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,46.489,57.347,KK,27,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,53.427,155.172,KK,28,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,104.78,219.843,KK,29,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,68.374,241.496,KK,30,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,212.12,1065.768,KK,31,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,17.519,13.273,KK,32,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,87.775,349.342,KK,33,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,100.796,547.346,KK,34,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,42.705,37.464,KK,35,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,99.416,269.443,KK,36,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,40.77,87.17,KK,37,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,64.008,169.449,KK,38,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,241.952,1215.123,KK,39,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,76.58,229.519,KK,40,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,37.426,50.367,KK,41,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,73.71,271.902,KK,42,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,251.808,1754.088,KK,43,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,15.429,15.15,KK,44,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,44.354,134.179,KK,45,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,20.054,17.159,KK,46,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,41.252,73.29,KK,47,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,18.058,20.438,KK,48,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,19.398,23.531,KK,49,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,13.997,10.999,KK,50,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,38.185,33.314,KK,51,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,37.537,31.357,KK,52,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,21.865,16.71,KK,53,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,17.082,9.597,KK,54,,
Highlander,Normoxic,ME23,A1,P1,a,Maternal,55,14.845,7.324,KK,55,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,227.503,462.978,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,50.538,79.239,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,91.013,181.056,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,44.926,95.552,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,20.784,24.562,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,104.444,235.125,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,79.575,143.565,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,25.673,19.803,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,70.471,142.349,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,179.324,403.754,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,20.365,28.74,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,22.768,25.937,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Fetal,13,56.707,75.934,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,155.952,297.918,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,49.087,91.48,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,19.788,15.89,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,106.107,243.109,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,38.976,67.632,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,41.801,71.069,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,71.021,85.637,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,298.471,803.887,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,20.627,21.865,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,14.566,13.087,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,40.906,57.03,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,19.03,17.609,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Fetal,13,22.572,23.134,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,1,162.025,380.276,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,2,24.91,37.755,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,3,32.817,61.762,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,4,51.223,134.179,KJ,22,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,5,80.508,210.748,KJ,22,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,6,86.251,171.882,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,7,126.967,478.155,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,8,116.9,397.62,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,9,42.261,94.177,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,10,77.256,170.533,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,11,157.343,634.596,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,12,42.554,114.138,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,13,77.371,126.618,KJ,13,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,14,80.152,254.108,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,15,146.563,298.87,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,16,48.828,102.399,KJ,22,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,17,59.836,82.966,KJ,22,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,18,43.483,71.941,KJ,22,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,19,178.9,522.863,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,20,132.368,481.248,KJ,21,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,21,113.46,441.801,KJ,21,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,22,37.068,77.097,KJ,21,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,23,43.49,52.905,KJ,21,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,24,72.233,156.547,KJ,21,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,25,133.153,516.756,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,26,34.696,55.232,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,27,27.804,50.552,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,28,39.367,74.162,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,29,94.866,263.415,KJ,20,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,30,51.381,81.645,KJ,,,
Highlander,Normoxic,ME232,C1a,P1,a,Maternal,31,53.808,103.536,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,1,65.701,164.611,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,2,32.626,65.094,KJ,17,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,3,37.685,81.618,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,4,376.462,1461.537,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,5,22.615,28.951,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,6,53.721,130.716,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,7,34.128,61.313,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,8,146.688,574.208,KJ,18,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,9,27.4,25.593,KJ,18,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,10,90.304,129.605,KJ,19,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,11,18.163,18.455,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,12,66.964,207.205,KJ,21,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,13,194.963,577.037,KJ,21,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,14,41.88,97.455,KJ,17,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,15,29.953,48.04,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,16,80.17,192.716,KJ,23,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,17,169.663,298.658,KJ,15,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,18,58.653,87.408,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,19,138.186,278.009,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,20,58.44,182.722,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,21,149.25,529.5,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,22,125.913,427.867,KJ,22,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,23,62.017,69.985,KJ,22,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,24,80.367,354.921,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,25,22.331,30.59,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,26,53.785,177.064,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,27,35.093,82.781,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,28,167.057,614.476,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,29,44.196,106.339,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,30,61.032,166.779,KJ,20,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,31,44.483,126.988,KJ,,,
Highlander,Normoxic,ME232,C1b,P1,a,Maternal,32,37.781,79.926,KJ,20,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,49.297,67.156,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,93.246,205.09,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,23.71,34.794,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,26.626,22.183,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,142.984,497.878,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,112.329,210.377,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,273.595,973.019,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Fetal,8,52.745,94.996,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,85.719,356.825,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,30.815,56.501,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,23.561,35.085,KJ,,,
