Population,Treatment,ImageID,SlideID,PlacentaID,Image_Replicate,Blood_Space_Type,NBS,Pm_BS,Area_BS,Counter,Space #,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,25.051,36.803,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,72,162.998,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,77.833,166.012,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,262.171,560.486,KJ,38,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,49.422,56.051,KJ,40,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,46.519,52.218,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,120.868,243.717,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Fetal,11,68.716,140.842,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,1,149.302,879.556,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,2,42.55,120.114,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,3,379.576,1645.793,KJ,15,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,4,191.655,1018.203,KJ,15,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,5,61.667,214.396,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,6,86.138,336.414,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,7,59.215,158.794,KJ,18,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,8,40.445,84.315,KJ,20,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,9,44.347,122.176,KJ,23,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,10,103.319,239.963,KJ,23,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,11,49.429,119.347,KJ,25,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,12,34.666,68.584,KJ,25,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,13,106.66,345.667,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,14,49.512,161.518,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,15,35.639,67.367,KJ,20,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,16,157.018,507.317,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,17,27.574,35.244,KJ,21,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,18,75.663,160.011,KJ,21,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,19,40.477,99.306,KJ,25,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,20,97.784,289.827,KJ,25,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,21,42.166,64.142,KJ,21,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,22,25.179,39.077,KJ,20,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,23,27.535,43.598,KJ,21,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,24,43.739,104.435,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,25,34.123,56.924,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,26,49.984,124.423,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,27,21.753,32.705,KJ,22,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,28,36.099,49.864,KJ,22,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,29,24.759,29.136,KJ,22,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,30,21.863,33.023,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,31,78.074,160.381,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,32,42.915,97.614,KJ,,,
Highlander,Hypoxic,ME236,A2,P1,a,Maternal,33,41.144,46.718,KJ,20,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,1,86.848,175.821,KJ,20,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,2,129.06,438.707,KJ,18,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,3,39.739,86.906,KJ,18,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,4,310.953,2163.025,KJ,18,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,5,66.179,200.304,KJ,20,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,6,196.791,1072.986,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,7,121.737,434.715,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,8,59.899,227.008,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,9,68.349,274.889,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,10,44.656,109.749,KJ,20,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,11,89.598,252.416,KJ,20,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,12,43.943,86.536,KJ,20,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,13,33.228,50.684,KJ,20,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,14,304.331,1662.132,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,15,38.783,84.315,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,16,431.682,2851.557,KJ,,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,17,108.345,167.043,KJ,22,,
Highlander,Hypoxic,ME236,B2,P1,a,Maternal,18,86.06,474.479,KJ,,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,115.84,215.348,KK,40,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,34.547,30.405,KK,1,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,36.228,62.767,KK,2,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,36.433,50.34,KK,3,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,53.437,70.91,KK,4,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,116.417,420.464,KK,5,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,47.844,54.042,KK,6,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,25.108,36.143,KK,7,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,246.14,671.426,KK,8,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,406.058,1039.751,KK,9,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,282.214,903.986,KK,10,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,83.817,311.64,KK,11,,
Highlander,Hypoxic,ME24,B1,P1,a,Fetal,12,28.768,51.345,KK,12,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,906.911,6710.159,KK,1,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,181.079,614.899,KK,2,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,240.439,317.404,KK,3,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,49.012,81.301,KK,4,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,45.046,69.773,KK,5,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,105.295,347.227,KK,6,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,50.804,170.137,KK,7,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,109.378,255.721,KK,8,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,117.91,298.05,KK,9,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,217.261,709.604,KK,10,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,42.21,25.62,KK,11,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,13.358,6.636,KK,12,,
Highlander,Hypoxic,ME24,C1,P1,a,Fetal,13,13.893,7.667,KK,13,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,57.527,194.038,KK,1,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,27.137,31.542,KK,2,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,16.432,14.436,KK,3,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,31.769,39.844,KK,4,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,86.323,322.374,KK,5,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,37.629,67.473,KK,6,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,74.76,165.801,KK,7,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,118.463,292.683,KK,8,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,26.654,44.682,KK,9,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,52.809,159.27,KK,10,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,50.809,134.312,KK,11,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,65.719,227.087,KK,12,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,310.88,1862.278,KK,13,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,68.337,242.078,KK,14,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,29.572,35.429,KK,15,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,15.472,12.003,KK,16,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,24.877,35.006,KK,17,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,32.84,63.851,KK,18,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,37.051,57.03,KK,19,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,48.05,65.358,KK,20,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,22.768,21.865,KK,21,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,26.178,24.351,KK,22,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,165.504,495.525,KK,23,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,38.24,70.514,KK,24,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,9.461,4.891,KK,25,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,15.955,12.797,KK,26,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,251.721,1162.139,KK,27,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,71.938,229.652,KK,28,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,75.965,292.947,KK,29,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,25.258,26.201,KK,30,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,50.461,78.313,KK,31,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,94.42,313.464,KK,32,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,28.113,36.195,KK,33,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,16.678,7.429,KK,34,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,24.473,25.778,KK,35,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,11.642,7.324,KK,36,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,13.751,8.487,KK,37,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,27.121,14.436,KK,38,,
Highlander,Hypoxic,ME24,B1,P1,a,Maternal,40,31.523,20.702,KK,39,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,77.693,236.817,KK,1,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,34.108,35.825,KK,2,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,364.56,1840.518,KK,3,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,105.208,369.621,KK,4,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,85.6,305.955,KK,5,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,10.801,6.425,KK,6,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,7.565,2.961,KK,7,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,217.288,986.661,KK,8,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,21.333,19.962,KK,9,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,385.689,2660.057,KK,10,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,178.71,381.36,KK,11,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,16.011,14.304,KK,12,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,11.737,5.711,KK,13,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,65.585,98.592,KK,14,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,65.585,98.592,KK,15,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,25.432,22.394,KK,16,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,22.157,15.89,KK,17,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,17.906,9.677,KK,18,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,7.891,3.622,KK,19,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,7.7,3.464,KK,20,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,26.852,20.993,KK,21,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,17.335,12.612,KK,22,,
Highlander,Hypoxic,ME24,C1,P1,a,Maternal,23,34.696,60.546,KK,23,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,1,51.447,100.866,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,2,301.896,610.8,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,3,75.331,121.859,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,4,71.358,116.544,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,5,829.239,3482.795,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,6,398.556,1607.615,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,7,35.63,76.039,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,8,135.11,330.544,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,9,157.115,470.989,KJ,added after counts,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,10,27.649,36.275,KJ,added after counts,,
Highlander,Hypoxic,ME243,B2,P1,a,Fetal,11,47.82,100.575,KJ,Added after counts,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,1,31.293,44.101,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,2,118.624,309.683,KJ,17,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,3,127.782,406.531,KJ,18,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,4,41.056,73.633,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,5,35.037,47.511,KJ,21,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,6,299.577,873.448,KJ,21,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,7,53.253,150.36,KJ,19,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,8,100.979,401.058,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,9,260.125,883.971,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,10,82.364,179.285,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,11,72.818,248.106,KJ,22,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,12,58.315,122.361,KJ,24,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,13,34.451,53.778,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,14,105.799,336.308,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,15,359.794,1124.542,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,16,62.086,98.275,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,17,43.246,98.539,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,18,73.253,202.261,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,19,50.375,132.064,KJ,21,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,20,40.057,67.05,KJ,21,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,21,74.745,208.527,KJ,,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,22,55.243,127.252,KJ,20,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,23,87.791,185.736,KJ,21,,
Highlander,Hypoxic,ME243,B2,P1,a,Maternal,24,106.036,307.674,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,40.888,100.258,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,64.501,89.418,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,630.828,4103.272,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,73.669,336.916,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,73.299,119.215,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,42.209,76.145,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,38.882,79.847,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,121.268,347.915,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Fetal,9,294.698,682.054,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,1,59.074,173.177,KJ,20,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,2,58.061,142.058,KJ,20,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,3,118.923,550.043,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,4,74.146,381.281,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,5,186.863,1158.675,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,6,62.707,222.963,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,7,196.385,1019.446,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,8,79.884,331.099,KJ,23,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,9,44.474,92.088,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,10,41.739,106.762,KJ,22,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,11,33.894,66.389,KJ,22,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,12,77.647,319.968,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,13,41.976,123.683,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,14,35.381,55.073,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,15,303.821,1353.692,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,16,36.647,69.985,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,17,28.868,50.023,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,18,108.792,409.254,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,19,66.682,220.001,KJ,,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,20,32.666,62.608,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,21,46.243,102.77,KJ,21,,
Highlander,Hypoxic,ME282,C1,P1,a,Maternal,22,244.235,1066.852,KJ,18,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,15.928,11.792,KK,1,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,120.333,341.252,KK,2,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,109.488,298.209,KK,3,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,23.891,40.584,KK,4,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,37.03,28.554,KK,5,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,64.586,84.579,KK,6,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,79.598,188.195,KK,7,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,19.407,23.267,KK,8,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,227.101,639.461,KK,9,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,218.174,511.6,KK,10,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,27.437,38.073,KK,11,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,23.785,22.738,KK,12,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,104.758,248.503,KK,13,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,41.527,70.408,KK,14,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,27.06,16.419,KK,15,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,36.308,40.902,KK,16,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,108.444,280.336,KK,17,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,64.572,61.709,KK,18,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,36.91,65.358,KK,19,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,31.752,27.232,KK,20,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,142.57,312.486,KK,21,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,65.602,156.521,KK,22,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,22.903,13.484,KK,23,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,81.518,191.791,KK,24,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,33.766,19.327,KK,25,,
Highlander,Normoxic,ME30,C1,P1,a,Fetal,26,23.585,26.836,KK,26,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,196.101,530.293,KK,1,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,82.929,187.402,KK,2,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,39.771,76.727,KK,3,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,27.216,29.374,KK,4,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,18.922,15.467,KK,5,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,31.628,43.175,KK,6,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,14.536,5.87,KK,7,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,42.84,73.21,KK,8,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,31.237,29.453,KK,9,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,13.133,8.355,KK,10,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,85.252,223.941,KK,11,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,160.113,534.735,KK,12,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,228.234,700.535,KK,13,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,77.256,185.974,KK,14,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,60.96,68.504,KK,15,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,40.684,67.975,KK,16,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,71.327,164.426,KK,17,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,41.437,101.58,KK,18,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,6.857,2.459,KK,19,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,56.574,95.181,KK,20,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,25.528,35.561,KK,21,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,76.086,137.934,KK,22,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,51.692,95.79,KK,23,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,62.937,152.766,KK,24,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,62.309,124.053,KK,25,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,9.405,4.653,KK,26,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,277.86,1057.466,KK,27,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,29.66,50.525,KK,28,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,31.365,64.618,KK,29,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,45.149,68.636,KK,30,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,46.828,72.021,KK,31,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,23.879,28.66,KK,32,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,71.238,139.811,KK,33,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,96.03,273.832,KK,34,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,142.112,309.445,KK,35,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,196.136,802.617,KK,36,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,75.489,217.807,KK,37,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,48.375,58.087,KK,38,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,23.974,26.281,KK,39,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,11.911,8.831,KK,40,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,33.76,48.41,KK,41,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,20.968,15.176,KK,42,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,21.119,10.708,KK,43,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,9.595,5.605,KK,44,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,22.341,10.311,KK,45,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,24.092,8.143,KK,46,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,24.726,17.873,KK,47,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,10.706,6.081,KK,48,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,8.58,4.098,KK,49,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,5.765,1.957,KK,50,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,6.011,2.485,KK,51,,
Highlander,Normoxic,ME30,C1,P1,a,Maternal,52,5.765,1.428,KK,52,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,59.756,81.195,KK,1,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,15.489,13.14,KK,2,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,9.271,4.283,KK,3,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,28.316,28.422,KK,4,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,23.281,27.232,KK,5,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,144.311,297.257,KK,6,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,30.015,27.708,KK,7,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,15.588,17.291,KK,8,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,8.524,4.257,KK,9,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,60.435,80.613,KK,10,,
Highlander,Normoxic,ME38,A1,P1,a,Fetal,,34.586,48.675,KK,11,,
